index,Image,Object_id,Length,Width,Area
31556,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_1875.txt,HD,16.0,13.0,208.0
31557,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_1875.txt,HD,17.0,14.0,238.0
31570,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 02.txt,HD,29.33,28.0,821.24
31572,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_775.txt,HD,41.0,23.0,943.0
31573,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_775.txt,HD,37.0,25.0,925.0
31575,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_775.txt,HD,25.0,18.0,450.0
31576,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2575.txt,HD,41.0,23.0,943.0
31577,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2575.txt,HD,36.0,22.0,792.0
31578,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2575.txt,HD,32.0,31.0,992.0
31579,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2575.txt,HD,24.0,13.0,312.0
31580,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2575.txt,HD,14.0,12.0,168.0
31581,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_975.txt,HD,41.0,23.0,943.0
31582,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_975.txt,HD,37.0,25.0,925.0
31583,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_975.txt,HD,43.0,23.0,989.0
31584,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_975.txt,HD,26.0,18.0,468.0
31585,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_975.txt,HD,25.0,16.0,400.0
31586,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9675.txt,HD,35.0,17.0,595.0
31587,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9675.txt,HD,32.0,21.0,672.0
31588,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9675.txt,HD,25.0,22.0,550.0
31589,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9675.txt,HD,20.0,15.0,300.0
31590,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9675.txt,HD,25.0,19.0,475.0
31591,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9675.txt,HD,21.0,13.0,273.0
31592,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9975.txt,HD,35.0,17.0,595.0
31593,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9975.txt,HD,35.0,25.0,875.0
31594,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9975.txt,HD,25.0,22.0,550.0
31595,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9975.txt,HD,20.0,15.0,300.0
31596,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9975.txt,HD,24.0,18.0,432.0
31597,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9975.txt,HD,23.0,11.0,253.0
31598,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_875.txt,HD,41.0,23.0,943.0
31599,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_875.txt,HD,37.0,25.0,925.0
31600,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_875.txt,HD,43.0,23.0,989.0
31601,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_875.txt,HD,25.0,18.0,450.0
31602,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_875.txt,HD,28.0,22.0,616.0
31607,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 04.txt,HD,31.33,25.33,793.5888999999999
31611,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_475.txt,HD,41.0,23.0,943.0
31612,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_475.txt,HD,29.0,24.0,696.0
31617,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 06.txt,HD,32.67,23.33,762.1911
31625,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 05.txt,HD,31.33,25.33,793.5888999999999
31633,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 03.txt,HD,32.0,27.33,874.56
31636,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9475.txt,HD,35.0,17.0,595.0
31637,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9475.txt,HD,32.0,21.0,672.0
31638,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9475.txt,HD,25.0,22.0,550.0
31639,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9475.txt,HD,20.0,15.0,300.0
31640,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9475.txt,HD,25.0,19.0,475.0
31641,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9475.txt,HD,17.0,13.0,221.0
31642,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2375.txt,HD,41.0,23.0,943.0
31643,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2375.txt,HD,36.0,22.0,792.0
31644,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2375.txt,HD,32.0,31.0,992.0
31645,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2375.txt,HD,23.0,12.0,276.0
31646,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2375.txt,HD,23.0,14.0,322.0
31647,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9075.txt,HD,35.0,17.0,595.0
31648,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9075.txt,HD,32.0,21.0,672.0
31649,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9075.txt,HD,25.0,22.0,550.0
31650,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9075.txt,HD,19.0,15.0,285.0
31651,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9075.txt,HD,26.0,17.0,442.0
31652,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9075.txt,HD,25.0,19.0,475.0
31653,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2275.txt,HD,41.0,23.0,943.0
31654,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2275.txt,HD,36.0,22.0,792.0
31655,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2275.txt,HD,32.0,31.0,992.0
31656,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2275.txt,HD,23.0,12.0,276.0
31657,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2275.txt,HD,17.0,13.0,221.0
31658,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9375.txt,HD,35.0,17.0,595.0
31659,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9375.txt,HD,32.0,21.0,672.0
31660,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9375.txt,HD,25.0,22.0,550.0
31661,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9375.txt,HD,26.0,17.0,442.0
31662,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9375.txt,HD,25.0,19.0,475.0
31663,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9375.txt,HD,17.0,13.0,221.0
31664,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9275.txt,HD,35.0,17.0,595.0
31665,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9275.txt,HD,32.0,21.0,672.0
31666,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9275.txt,HD,25.0,22.0,550.0
31667,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9275.txt,HD,26.0,17.0,442.0
31668,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9275.txt,HD,25.0,19.0,475.0
31673,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 07.txt,HD,32.67,22.0,718.74
31677,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_675.txt,HD,41.0,23.0,943.0
31678,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_675.txt,HD,37.0,25.0,925.0
31680,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_675.txt,HD,31.0,18.0,558.0
31681,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2475.txt,HD,41.0,23.0,943.0
31682,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2475.txt,HD,36.0,22.0,792.0
31683,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2475.txt,HD,32.0,31.0,992.0
31684,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2475.txt,HD,22.0,10.0,220.0
31685,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_2475.txt,HD,24.0,14.0,336.0
31686,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_275.txt,HD,41.0,23.0,943.0
31687,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_275.txt,HD,38.0,20.0,760.0
31688,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_8975.txt,HD,35.0,17.0,595.0
31689,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_8975.txt,HD,27.0,20.0,540.0
31690,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_8975.txt,HD,25.0,22.0,550.0
31691,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_8975.txt,HD,15.0,15.0,225.0
31692,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_8975.txt,HD,26.0,17.0,442.0
31693,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_8975.txt,HD,25.0,19.0,475.0
31698,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 01.txt,HD,29.33,28.0,821.24
31700,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_75.txt,HD,41.0,23.0,943.0
31701,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_75.txt,HD,38.0,20.0,760.0
31702,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_75.txt,HD,18.0,24.0,432.0
31703,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_375.txt,HD,41.0,23.0,943.0
31704,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_375.txt,HD,29.0,24.0,696.0
31705,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9875.txt,HD,35.0,17.0,595.0
31706,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9875.txt,HD,32.0,21.0,672.0
31707,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9875.txt,HD,25.0,22.0,550.0
31708,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9875.txt,HD,20.0,15.0,300.0
31709,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9875.txt,HD,24.0,18.0,432.0
31710,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9875.txt,HD,23.0,11.0,253.0
31711,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9575.txt,HD,35.0,17.0,595.0
31712,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9575.txt,HD,32.0,21.0,672.0
31713,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9575.txt,HD,25.0,22.0,550.0
31714,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9575.txt,HD,20.0,15.0,300.0
31715,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9575.txt,HD,25.0,19.0,475.0
31716,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9575.txt,HD,21.0,13.0,273.0
31717,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9175.txt,HD,35.0,17.0,595.0
31718,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9175.txt,HD,32.0,21.0,672.0
31719,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9175.txt,HD,25.0,22.0,550.0
31720,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9175.txt,HD,22.0,16.0,352.0
31721,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9175.txt,HD,26.0,17.0,442.0
31722,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9175.txt,HD,25.0,19.0,475.0
31723,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9775.txt,HD,35.0,17.0,595.0
31724,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9775.txt,HD,32.0,21.0,672.0
31725,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9775.txt,HD,25.0,22.0,550.0
31726,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9775.txt,HD,20.0,15.0,300.0
31727,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9775.txt,HD,24.0,18.0,432.0
31728,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_9775.txt,HD,21.0,13.0,273.0
31729,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_575.txt,HD,41.0,23.0,943.0
31730,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_575.txt,HD,37.0,25.0,925.0
31732,CCTV Patroll Highwall CH Timur_NVR Mining Eyes_20220709145634_20220709151006_290876_frame_575.txt,HD,29.0,21.0,609.0
31737,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 08.txt,HD,32.67,22.0,718.74
31748,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 45.txt,HD,34.0,25.33,861.2199999999999
31749,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 45.txt,LV,17.33,13.33,231.0089
31757,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 43.txt,HD,37.33,26.0,970.58
31758,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 43.txt,LV,14.0,12.67,177.38
31761,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 36.txt,HD,32.67,24.0,784.08
31762,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 36.txt,HD,32.67,19.33,631.5110999999999
31763,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 36.txt,HD,57.33,17.33,993.5289
31765,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 36.txt,HD,34.67,27.33,947.5311
31770,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 26.txt,HD,34.0,24.0,816.0
31771,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 26.txt,HD,34.67,25.33,878.1911
31772,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 26.txt,HD,57.33,17.33,993.5289
31780,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 39.txt,HD,32.67,27.33,892.8711
31781,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 39.txt,HD,43.33,22.67,982.2911
31794,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 25.txt,HD,34.0,24.0,816.0
31795,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 25.txt,HD,34.67,25.33,878.1911
31803,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 13.txt,HD,36.67,26.67,977.9889
31805,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 13.txt,HD,35.33,24.67,871.5911
31809,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 21.txt,HD,34.0,24.0,816.0
31810,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 21.txt,HD,34.67,25.33,878.1911
31816,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 37.txt,HD,32.67,24.0,784.08
31817,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 37.txt,HD,28.67,24.0,688.08
31818,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 37.txt,HD,57.33,17.33,993.5289
31820,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 37.txt,HD,30.0,26.0,780.0
31824,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 33.txt,HD,34.0,24.0,816.0
31825,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 33.txt,HD,37.33,25.33,945.5689
31826,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 33.txt,HD,57.33,17.33,993.5289
31831,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 35.txt,HD,41.33,21.33,881.5688999999999
31832,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 35.txt,HD,30.0,26.67,800.1
31833,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 35.txt,HD,57.33,17.33,993.5289
31835,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 35.txt,LV,29.33,27.33,801.5888999999999
31840,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 23.txt,HD,34.0,24.0,816.0
31841,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 23.txt,HD,34.67,25.33,878.1911
31843,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 23.txt,HD,32.67,28.67,936.6489
31848,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 30.txt,HD,34.0,24.0,816.0
31849,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 30.txt,HD,34.67,25.33,878.1911
31850,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 30.txt,HD,57.33,17.33,993.5289
31857,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 27.txt,HD,34.0,24.0,816.0
31858,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 27.txt,HD,34.67,25.33,878.1911
31859,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 27.txt,HD,57.33,17.33,993.5289
31866,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 44.txt,LV,16.67,12.67,211.20890000000003
31868,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 44.txt,HD,33.33,26.67,888.9111
31869,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 44.txt,HD,36.0,26.0,936.0
31874,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 41.txt,HD,34.0,25.33,861.2199999999999
31881,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 14.txt,HD,36.67,26.67,977.9889
31883,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 14.txt,HD,30.0,23.33,699.9
31887,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 10.txt,HD,34.67,28.0,970.76
31888,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 10.txt,HD,30.0,29.33,879.9
31894,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 18.txt,HD,34.0,24.0,816.0
31895,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 18.txt,HD,33.33,24.0,799.92
31897,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 18.txt,HD,28.67,22.67,649.9489000000001
31901,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 28.txt,HD,34.0,24.0,816.0
31902,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 28.txt,HD,34.67,25.33,878.1911
31903,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 28.txt,HD,57.33,17.33,993.5289
31909,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 34.txt,HD,34.0,24.0,816.0
31910,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 34.txt,HD,32.0,24.67,789.44
31911,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 34.txt,HD,57.33,17.33,993.5289
31917,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 48.txt,HD,16.67,12.0,200.04
31920,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 48.txt,HD,36.67,23.33,855.5110999999999
31924,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 16.txt,HD,34.0,24.0,816.0
31927,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 16.txt,HD,40.0,23.33,933.2
31931,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 17.txt,HD,34.0,24.0,816.0
31934,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 17.txt,HD,28.67,22.67,649.9489000000001
31938,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 12.txt,HD,28.67,24.0,688.08
31941,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 12.txt,HD,35.33,24.67,871.5911
31945,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 22.txt,HD,34.0,24.0,816.0
31946,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 22.txt,HD,34.67,25.33,878.1911
31948,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 22.txt,HD,38.0,22.0,836.0
31953,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 15.txt,HD,34.0,24.0,816.0
31954,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 15.txt,HD,31.33,26.67,835.5711
31956,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 15.txt,HD,30.0,23.33,699.9
31960,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 19.txt,HD,34.0,24.0,816.0
31961,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 19.txt,HD,33.33,24.0,799.92
31963,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 19.txt,HD,35.33,25.33,894.9088999999999
31967,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 11.txt,HD,36.67,24.0,880.08
31970,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 11.txt,HD,32.67,18.67,609.9489000000001
31974,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 29.txt,HD,34.0,24.0,816.0
31975,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 29.txt,HD,34.67,25.33,878.1911
31976,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 29.txt,HD,57.33,17.33,993.5289
31983,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 20.txt,HD,34.0,24.0,816.0
31984,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 20.txt,HD,34.67,25.33,878.1911
31986,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 20.txt,HD,29.33,25.33,742.9288999999999
31991,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 24.txt,HD,34.0,24.0,816.0
31992,CCTV Patroll Samosir_NVR Mining Eyes_20220706085957_20220706090959_144728349 24.txt,HD,34.67,25.33,878.1911
